ESTABLECIMIENTO;DIRECCION;LOCALIDAD;BARRIO;ZONA_SITP;FECHA CORTE
CAFE INTERNET CAPAFOX;CALLE 52 SUR No 11B - 54;TUNJUELITO;ABRAHAM LINCOLN;Ciudad Bolivar;01/09/2014
PAPELERIA Y DULCERIA LA CHIKI;TRANSVERSAL 44 No 51B - 08 SUR;TUNJUELITO;FATIMA;Perdomo;01/09/2014
RONALD RAMON GUERRERO JULIO;TRANSVERSAL 30 NO 55A - 40 SUR;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
VENTA DE ACCESORIOS ZAFIRO JOYAN Y RELOJES B;AVENIDA CARRERA 68 No 38 - 87 LOCAL 11 C ENTRO COMERCIAL METRO ALQUERIA;TUNJUELITO;FATIMA;Perdomo;01/09/2014
CAFE INTERNET COMUNICACIONES KIMBERLY DAYANA;CARRERA 28 No 54 - 26 SUR;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
CAFE INERNET COMUNICACIONES TUNAL;CARRERA 25 No 52B - 07 SUR;TUNJUELITO;SAN VICENTE FERRER;Ciudad Bolivar;01/09/2014
VENTA DE CELULARES Y ACCESORIOS JAW COMUNICACIONES;CARRERA 18C No 53 - 01 SUR;TUNJUELITO;SAN CARLOS;Ciudad Bolivar;01/09/2014
DISTRIBUIDORA DE BELLEZA NANI;CARRERA 18 NRO 51B -94 SUR;TUNJUELITO;SAN CARLOS;Ciudad Bolivar;01/09/2014
CAFE INTERNET TWINTTERNET;CARRERA 16C No 53 - 18 SUR;TUNJUELITO;SAN CARLOS;Ciudad Bolivar;01/09/2014
CAFE INTERNET TOI COMUNICANDO;AVENIDA CALLE 56A SUR No 28 - 16;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
CIGARRERIA STELLA;CARRERA 25 No 54 - 25 SUR;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
MISCELANEA ASHLEY;CALLE 53A SUR No 28 - 91;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
CAFE INTERNET MADAJU;CALLE 53B SUR No 32A 06;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
PAPELERIA THE JEFF WORLD;CARRERA 29 No 53A - 04 SUR;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
CAFE INTERNET LAULIN UF;CALLE 53 SUR No 32 - 75;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
CAFE INTERNET ULTI   NEETRS;CALLE 54 A SUR No 35A - 56;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
PAPELERIA Y TECNOLOGIA EL GRAN PEZ;CALLE 56 SUR No 29 - 06;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
DISTRIBUIDOR DE CELULARES COMUNICACIONES CLJ;TRANSVERSAL 33 No 50A - 15 SUR;TUNJUELITO;FATIMA;Perdomo;01/09/2014
ALMACEN PUNTO FX;CALLE 53 B No 31 - 98;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
CAFE INTERNET LIDER EN LLAMADAS;CALLE 53B SUR No 33 -21;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
CAFE INTERNET MUNDO CEL DE LA 28;CARRERA 28 No 55 - 03 SUR;TUNJUELITO;SAN VICENTE FERRER;Perdomo;01/09/2014
CAFE INTERNET VARIEDADES JIREH;CALLE 51 No 37 - 63 SUR;TUNJUELITO;FATIMA;Perdomo;01/09/2014
PAPELERIA ZAJAR;CARRERA 33 No 49B - 17 SUR;TUNJUELITO;FATIMA;Perdomo;01/09/2014
CAFE INTERNET SISTEMAS Y ASOCIADOS 2;AVENIDA CARRERA 33 No 50 - 01 SUR;TUNJUELITO;FATIMA;Perdomo;01/09/2014
CABINAS TELEFONICAS CLAUDIA LOPEZ;CARRERA 54 No 51 - 36 SUR;TUNJUELITO;VENECIA;Perdomo;01/09/2014
AUTO SERVICIO MERCOLANDIA TUNAL;DIAGONAL 54A No 24A -55 SUR;TUNJUELITO;TUNAL ORIENTAL;Ciudad Bolivar;01/09/2014
CAFE INTERNET INTERMANIA CAFE INTERNET;CALLE 47 B SUR No 24 B - 33 LOCAL 2031 CENTRO COMERCIAL TUNAL ENTRADA 4;TUNJUELITO;TUNAL ORIENTAL;Ciudad Bolivar;01/09/2014
CAFE INTERNET INTERTUNAL J.C;CALLE 48B SUR No 23D - 02;TUNJUELITO;TUNAL ORIENTAL;Ciudad Bolivar;01/09/2014
PAPELERIA ACCELAM;CARRERA 24C No 48 SUR - 50 LOCAL 1070;TUNJUELITO;TUNAL ORIENTAL;Ciudad Bolivar;01/09/2014
SIN BOGOTA TUNAL;CALLE 47B SUR No 24B- 33 LOCAL 1018;TUNJUELITO;TUNAL ORIENTAL;Ciudad Bolivar;01/09/2014
MISCELANEA Y PAPELERIA OLGA LUCIA NIETO;CARRERA 23D No 48A - 30 SUR;TUNJUELITO;TUNAL ORIENTAL;Ciudad Bolivar;01/09/2014
CAFE INTERNET WWW EL PORTAL COM;CALLE 54 SUR No 36A - 91;TUNJUELITO;MUZU;Perdomo;01/09/2014
CAFE INTERNET A Y A COMUNICATE;DIAGONAL 46A No 53A - 18 SUR;TUNJUELITO;VENECIA;Perdomo;01/09/2014
CAFE INTERNET PCPRINT SUPPORT SAS;DIAGONAL 45B SUR No 51D - 81;TUNJUELITO;VENECIA;Perdomo;01/09/2014
CAFE INTERNET LCRJ COMUNICACIONES;DIAGONAL 49 No 53-35 Sur;TUNJUELITO;VENECIA;Perdomo;01/09/2014
CAFE INTERNET AGR COMUNICACIONES;DIAGONAL 44 SUR No 52 - 93 SUR;TUNJUELITO;VENECIA;Perdomo;01/09/2014
CAFE INTERNET TELECOMUNICACIONES A P L;DIAGONAL 47 A SUR No 53 - 51;TUNJUELITO;VENECIA;Perdomo;01/09/2014
TIENDA DE CLARO COMUNICACIONES UM;DIAGONAL 46 SUR No 51 - 92;TUNJUELITO;VENECIA;Perdomo;01/09/2014
CAFE INTERNET COMUNICACIONES SENG;CARRERA 53A No 49 SUR 16 LOCAL 2;TUNJUELITO;VENECIA;Perdomo;01/09/2014
MISCELANEA ALMACEN DISTRIBUIDORA CAROLINE;DIAGONAL 45 SUR NRO 52C -17;TUNJUELITO;VENECIA;Perdomo;01/09/2014
PAPELERIA MILDREY MENDOZA;CARRERA 53B No 47 - 15 SUR;TUNJUELITO;VENECIA;Perdomo;01/09/2014
CAFE INTERNET CENTRO DE CONEXIONES VENECIA;DIAGONAL 46A SUR No 52C - 86;TUNJUELITO;VENECIA;Perdomo;01/09/2014
CAFE INTERNET DOMINICOM CO;AVENIDA CARRERA 54 No 46 - 04 SUR;TUNJUELITO;VENECIA;Perdomo;01/09/2014
SERVICIO TECNICO SC;AUTOPISTA SUR No  52A - 45;TUNJUELITO;VENECIA;Perdomo;01/09/2014
CAFE INTERNET MOVI CASH NET;CARRERA 52A No 46A - 36 SUR;TUNJUELITO;VENECIA;Perdomo;01/09/2014
MISCELANEA COPY SHOPPING;CARRERA 53 No 46A - 27 SUR;TUNJUELITO;VENECIA;Perdomo;01/09/2014
CAFE INTERNET WILSON ROJAS TOTENA;CALLE 189 B No 3A 11;USAQUEN;LA ESTRELLITA I;Usaquen;01/09/2014
CABINAS TELEFONICAS CABINAS ALO.COM;CARRERA 4 No 187B - 22;USAQUEN;HORIZONTES NORTE;Usaquen;01/09/2014
CAFE INTERNET COMUNICOPIAS.COM;CALLE 126A No 7 - 24;USAQUEN;SANTA BARBARA ORIENTAL;Usaquen;01/09/2014
DEPRISA TOBERIN;CARRERA 21 NO. 169 - 62 LOCAL 112;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
DISTRIBUIDORA DE PRODUCTOS DE BELLEZA BIJIN;CARRERA 114 No 145 - 81;USAQUEN;ACACIAS USAQUEN;Usaquen;01/09/2014
CAFE INTERNET HENRY;CALLE 189 No 8C - 06;USAQUEN;TIBABITA;Usaquen;01/09/2014
PAPELERIA EL CESAR;AVENIDA CARRERA 7 No 121 - 21;USAQUEN;SANTA BARBARA ORIENTAL;Usaquen;01/09/2014
MISCELANEA PAPER WEB;CARRERA 18A No 161 - 33;USAQUEN;LAS ORQUIDEAS;Usaquen;01/09/2014
DROGUERIA FARMAFAST;CARRERA 19A No 163 - 19;USAQUEN;LAS ORQUIDEAS;Usaquen;01/09/2014
DROGUERIA GRAN PRIX VILLA DEL PRADO;CARRERA 4 No 185A - 09;USAQUEN;HORIZONTES NORTE;Usaquen;01/09/2014
CAFE INTERNET MENCHOS CSS;CARRERA 16 No 185 - 38;USAQUEN;VERBENAL SAN ANTONIO;Usaquen;01/09/2014
MONTREAL PAPELERIA;CALLE 147 No. 17-95;USAQUEN;LOS CEDROS;Usaquen;01/09/2014
ALMACEN GAS COMBUSTION;AVENIDA CARRERA 9 No 131A - 41;USAQUEN;LA CAROLINA;Usaquen;01/09/2014
MISCELANEA TANY;CARRERA 8C No 186 - 48;USAQUEN;TIBABITA;Usaquen;01/09/2014
PAPELERIA HIGH CLASS;CARRERA 7 A No 127 - 33 LOCAL 5;USAQUEN;BELLA SUIZA;Usaquen;01/09/2014
PAPELERIA Y MISCELANEA KIUT;CALLE 186 No 7A - 06 LOCAL 102;USAQUEN;TIBABITA;Usaquen;01/09/2014
PAPELERIA COLORES Y PAPELES;CARRERA 13 No 145 - 11;USAQUEN;ACACIAS USAQUEN;Usaquen;01/09/2014
DROGUERIA REAL NORTE;CALLE 183  NRO 9 A - 40;USAQUEN;VERBENAL SAN ANTONIO;Usaquen;01/09/2014
DEPRISA EXITO COUNTRY;CALLE 134 NO. 9 - 51 LOCAL 15;USAQUEN;LA CAROLINA;Usaquen;01/09/2014
CAFE INTERNET CIBER EMPIRE;CALLE 187 No 11 - 26;USAQUEN;VERBENAL SAN ANTONIO;Usaquen;01/09/2014
PAPELERIA NEBRASKA;CALLE 127 C No 3- 20;USAQUEN;GINEBRA;Usaquen;01/09/2014
CAFE INTERNET CIBER ALIANZA;CALLE 188 No 12A - 80;USAQUEN;VERBENAL SAN ANTONIO;Usaquen;01/09/2014
ACCESORIOS PARA CELULARES W MOBILE TECHNOLOGY;CALLE 187 No 15B - 97 LOCAL 39;USAQUEN;VERBENAL SAN ANTONIO;Usaquen;01/09/2014
CAFE INTERNET-EL RELOJ.NET;CARRERA 16 No 181 - 36;USAQUEN;SAN ANTONIO NOROCCIDENTAL;Usaquen;01/09/2014
DROGUERIA SANTA SALUD;CALLE 183 No 17B - 12;USAQUEN;SAN ANTONIO NOROCCIDENTAL;Usaquen;01/09/2014
CAFE INTERNET WORKD GAMES;CARRERA 16 No 181C - 21 INTERIOR 2;USAQUEN;SAN ANTONIO NOROCCIDENTAL;Usaquen;01/09/2014
PAPELERIA COLORAMA NET;CALLE 181 D No 17A - 33;USAQUEN;SAN ANTONIO NOROCCIDENTAL;Usaquen;01/09/2014
PAPELERIA Y MISCELANEA MARTHALU;CARRERA 7F No 155A - 22;USAQUEN;BARRANCAS;Usaquen;01/09/2014
CAFE INTERNET ISANET;CARRERA 2 No 192 -21;USAQUEN;LA ESTRELLITA I;Usaquen;01/09/2014
VARIEDADES C&O;CALLE 155 No 8 - 52;USAQUEN;BARRANCAS;Usaquen;01/09/2014
CAFE INTERNET COLOR PRINT;CARRERA 7F No 155 - 13;USAQUEN;BARRANCAS;Usaquen;01/09/2014
CAFE INTERNET AURO COMUNICACIONES;CALLE 156 No 7A - 25;USAQUEN;BARRANCAS;Usaquen;01/09/2014
CAFE INTERNET SANTINET GO;CALLE 155 A  NRO 7 B - 87;USAQUEN;BARRANCAS;Usaquen;01/09/2014
VIDEO JUEGOS EVOLUTION COMUNICACIONES;CALLE 155A No 7B - 76;USAQUEN;BARRANCAS;Usaquen;01/09/2014
CIGARRERIA CONTINENTAL AHP;CALLE 155 No 8 - 92 LOCAL 1;USAQUEN;BARRANCAS;Usaquen;01/09/2014
CABINAS TELEFONICAS  SEBASTINET COM;CALLE 155  No 7 - 26;USAQUEN;BARRANCAS;Usaquen;01/09/2014
CAFE INTERNET CARLOS SUAREZ;CARRERA 3 No 189B - 18;USAQUEN;LA ESTRELLITA I;Usaquen;01/09/2014
PAPELERIA CEDRO NORTE 156;CALLE 156 No 8D - 07;USAQUEN;BARRANCAS;Usaquen;01/09/2014
DROGUERIA INVERSIONES CAURIMARE;CARRERA 7B No 155 - 06;USAQUEN;BARRANCAS;Usaquen;01/09/2014
LA PAPELERIA DE OSO;CALLE 155 No 8B - 86;USAQUEN;BARRANCAS;Usaquen;01/09/2014
CABINAS TELEFONICAS MUNDO NET;CALLE 156 No 8D - 57;USAQUEN;BARRANCAS;Usaquen;01/09/2014
PAPELERIA MOLINO DE VIENTO;CALLE 161 No 19A - 25;USAQUEN;ESTRELLA DEL NORTE;Usaquen;01/09/2014
PAPELERIA FOTOCOPIAS ACUNA;CARRERA 20 No 107 - 95;USAQUEN;SAN PATRICIO;Usaquen;01/09/2014
CIGARRERIA FAYOL;CALLE 163A No 15 - 09;USAQUEN;LAS ORQUIDEAS;Usaquen;01/09/2014
CAFE INTERNET ENTERPRISE;CALLE 161 No 21 - 99;USAQUEN;ESTRELLA DEL NORTE;Usaquen;01/09/2014
CAFE INTERNET DE PELICULA 106;AVENIDA 9 No 107 - 04;USAQUEN;ESCUELA DE INFANTERIA;Usaquen;01/09/2014
CAFE INTERNET INMOUSE;CALLE 106 NO 8A - 48;USAQUEN;SANTA ANA OCCIDENTAL;Usaquen;01/09/2014
CAFE INTERNET ROBERTH NET;CARRERA 18A BIS No 186C - 18 LOCAL 2;USAQUEN;EL VERVENAL;Usaquen;01/09/2014
DROGUERIA EL MANANTIAL;CARRERA 18A BIS No 186C - 60;USAQUEN;EL VERVENAL;Usaquen;01/09/2014
MICELANEA JUAN MASANTI;CALLE 187 No 17B - 08;USAQUEN;EL VERVENAL;Usaquen;01/09/2014
CAFE INTERNET DALAU;CARRERA 15B No 187 - 04;USAQUEN;VERBENAL SAN ANTONIO;Usaquen;01/09/2014
AUTOSERVICIO ALGOMERKAR LTDA;CALLE 188 No 11 - 74;USAQUEN;VERBENAL SAN ANTONIO;Usaquen;01/09/2014
PAPELERIA Y MENSAJERIA 147;CALLE 147 No 7B - 26 LOCAL 2;USAQUEN;LOS CEDROS ORIENTAL;Usaquen;01/09/2014
JUGUETERIA SAN DIEGO;CALLE 195  NRO 21 - 68  LOCAL  V2 Y W29;USAQUEN;CANAIMA;Usaquen;01/09/2014
CAFE INTERNET N Y P COMUNICACIONES DISTRIBUIDORA BEL EXITO;CARRERA 5 No 127A - 61;USAQUEN;SAN GABRIEL NORTE;Usaquen;01/09/2014
DEPRISA UNICENTRO CARRERA 15;CARRERA 15 No 116 - 39 LOCAL 2;USAQUEN;SANTA BARBARA OCCIDENTAL;Usaquen;01/09/2014
PAPELERIA NET;CARRERA 15 No 118  19 LOCAL 101;USAQUEN;SANTA BARBARA OCCIDENTAL;Usaquen;01/09/2014
FERRETERIA ALARMAS Y CERRADURAS ELECTROLINCOLN;AVENIDA CARRERA 15 No 124 - 23;USAQUEN;SANTA BARBARA OCCIDENTAL;Usaquen;01/09/2014
CENTRO DE COMUNICACIONES BOMBA;CARRERA 7 No 171A - 08;USAQUEN;LA GRANJA NORTE;Usaquen;01/09/2014
PAPELERIA PAPELES Y TODO;CALLE 125 No 19 - 50;USAQUEN;SANTA BARBARA OCCIDENTAL;Usaquen;01/09/2014
PAPELERIA TARJETAS TODA OCACION;AUTONORTE No 146 - 48 LOCAL 276 CENTRO COMERCIAL GRANADA HILLS;USAQUEN;LOS CEDROS;Usaquen;01/09/2014
TIENDA LA GRANJA DE GUILLE;CARRERA 18 B No 145A  -10;USAQUEN;LOS CEDROS;Usaquen;01/09/2014
CAFE INTERNET C & G COMUNICACIONES;CALLE 164 No 18 - 62;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
DROG Y MINIMARKET SANTA BARBARA;CALLE 116 No. 19 - 36;USAQUEN;SANTA BARBARA OCCIDENTAL;Usaquen;01/09/2014
DEPRISA AVENIDA 19 CALLE 118;AVENIDA 19 NO. 118 - 95 LOCAL 107;USAQUEN;SANTA BARBARA OCCIDENTAL;Usaquen;01/09/2014
PAPELERIA F.V COMUNICAR;AVENIDA CARRERA 15 No 118 - 75 LOCAL 1A;USAQUEN;SANTA BARBARA OCCIDENTAL;Usaquen;01/09/2014
CAFE INTERNET TECNOCOMUNICACIONES.COM;CARRERA 15 No 118 - 03 MEZANINE 8 Y 9;USAQUEN;SANTA BARBARA OCCIDENTAL;Usaquen;01/09/2014
GLOBAL CHANGE COLOMBIA;CARRERA 7 No 115 - 60  LC A 206   ENTRADA PRINCIPAL ZONA COMUN;USAQUEN;SANTA ANA OCCIDENTAL;Usaquen;01/09/2014
MISCELANEA Y PAPELERIA PC;CARRERA 4B No 190A - 44;USAQUEN;BUENAVISTA;Usaquen;01/09/2014
SEGURIDAD INDUSTRIAL GESTION TECNOLOGICA PROFESIONAL Y AMBIENTAL SAS;CALLE 183 No 7A - 61 LOCAL 101;USAQUEN;EL ROCIO NORTE;Usaquen;01/09/2014
PAPERERIA Y MICELANEA SPEEDY;CARRERA 14   No 147  - 80   LOCAL 37;USAQUEN;CAOBOS SALAZAR;Usaquen;01/09/2014
DROGUERIA LATINA No 1;CALLE 147 No 13 - 94;USAQUEN;CAOBOS SALAZAR;Usaquen;01/09/2014
TIENDA CAMPESTRE EL CAPRI;CALLE 148 No 13 - 39;USAQUEN;CAOBOS SALAZAR;Usaquen;01/09/2014
VENTAS MAPI S & K SEGUROS;AVENIDA CALLE 127 No 20 - 85 LOCAL 1 ESTACION DE SERVICIO BRIO;USAQUEN;SANTA BARBARA OCCIDENTAL;Usaquen;01/09/2014
CAFE INTERNET ZON@ 127;CARRERA 5B No 127A - 35;USAQUEN;SAN GABRIEL NORTE;Usaquen;01/09/2014
DROGUERIA FONTANA DE CAPRI;AVENIDA CARRERA 7 No 182 LOCAL 109;USAQUEN;EL ROCIO NORTE;Usaquen;01/09/2014
DROGUERIA Y PAPELERIA LISBOA;CALLE 142 No 11 - 74;USAQUEN;CEDRO NARVAEZ;Usaquen;01/09/2014
CAFE INTERNET CEDRITEL;CARRERA 12 No 142 - 27;USAQUEN;CEDRO NARVAEZ;Usaquen;01/09/2014
MISCELANEA JAPIN;AVENIDA CARRERA 15 No 105A 10;USAQUEN;RINCON DEL CHICO;Usaquen;01/09/2014
DEPRISA BARRANCAS;CARRERA 7 No 153;USAQUEN;BOSQUE DE PINOS III;Usaquen;01/09/2014
CAFE INTERNET GOTT COM;CALLE 172 No 22A 04;USAQUEN;LA URIBE;Usaquen;01/09/2014
CAFE INTERNET MAXIMA CONEXION;CARRERA 1B No 163 - 35;USAQUEN;SANTA CECILIA PUENTE NORTE;Usaquen;01/09/2014
CAFE INTERNET INTERCOMUNICACIONES JH;CALLE 166 No 16 - 74;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
TIENDA LOS ANGELES;CALLE 164 No 16B - 90;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
FERRETERIA SAN MIGUEL;CARRERA 16 No 164 - 16;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
PAPELERIA EMMANUEL;CALLE 167 No 17 - 12;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
DROGUERIA SOLUFARMA AVENIDA 19;AVENIDA CARRERA 19 No 150 - 21;USAQUEN;LAS MARGARITAS;Usaquen;01/09/2014
CAFE INTERNET WORKSTATION B & G COMUNICACIONES;CARRERA 18A No 150 - 87;USAQUEN;LAS MARGARITAS;Usaquen;01/09/2014
SERVICIO TECNICO DIGITAL TECNODIGITALES;CARRERA 17A No 167 - 20;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
CAFE INTERNET COMUNICACIONES MARTHA ELENA;CARRERA 16C No 167 - 23;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
CAFE INTERNET ALO COMUNICACIONES;AVENIDA CARRERA 7 No 162A - 16;USAQUEN;BOSQUE DE PINOS;Usaquen;01/09/2014
TIENDA MINIMERCADO MILEIDY;CARRERA 2B No 163A - 51;USAQUEN;BOSQUE DE PINOS;Usaquen;01/09/2014
CAFE INTERNET DELUX NET;CALLE 117 No 6A - 35;USAQUEN;USAQUEN;Usaquen;01/09/2014
PAPELERIA EUROEXPRESS;CARRERA 7 No 115 - 60 LOCAL A 144 CENTRO COMERCIAL HACIENDA SANTA BARBARA;USAQUEN;USAQUEN;Usaquen;01/09/2014
LIBRERIA LA HORA DEL CUENTO;AVENIDA CALLE 147 No 7 - 52 LOCAL 18 CENTRO COMERCIAL SHOW PLACE;USAQUEN;CEDRO SALAZAR;Usaquen;01/09/2014
CAFE INTERNET A LLAMAR NET MC 2.;CARRERA 64 No 77 - 02;USAQUEN;BARRANCAS NORTE;Usaquen;01/09/2014
MISCELANEA SUPER GIROS;CALLE 188 No 03A  - 29;USAQUEN;LA ESTRELLITA I;Usaquen;01/09/2014
MISCELANEA RUA LOAIZA JESUS;CARRERA 4 No 192 - 73;USAQUEN;LA ESTRELLITA I;Usaquen;01/09/2014
CABINAS TELEFONICAS TELE COMUNICACIONES;CARRERA 2 No 187D 05;USAQUEN;LA ESTRELLITA I;Usaquen;01/09/2014
PAÑALERA Y CONFITECOL MOLINA;CARRERA 6A No 188 - 11;USAQUEN;BUENAVISTA;Usaquen;01/09/2014
CAFE INTERNET MAT COMUNICACIONES;CALLE 189 No 4B - 38;USAQUEN;BUENAVISTA;Usaquen;01/09/2014
CAFE INTERNET COMUNICACIONES JMGM;CARRERA 5B No 190A - 06;USAQUEN;BUENAVISTA;Usaquen;01/09/2014
CAFE INTERNET LLAMALOS COMUNICACIONES;CARRERA 5B No 187C - 56;USAQUEN;BUENAVISTA;Usaquen;01/09/2014
CAFE INTERNET TELECOMUNICACIONES UNIENDO PALABRAS;CARRERA 6 No 189B - 01;USAQUEN;BUENAVISTA;Usaquen;01/09/2014
MISCELANEA 1 J DEPORTIVA;CARRERA 5B No 189B - 03;USAQUEN;BUENAVISTA;Usaquen;01/09/2014
CAFE INTERNET TELECOMUNICACIONES KONOHA;CARRERA 6A No 188 - 04;USAQUEN;BUENAVISTA;Usaquen;01/09/2014
PANALERA Y PAPELERIA D & A;CARRERA 5D No 188B - 17;USAQUEN;BUENAVISTA;Usaquen;01/09/2014
MISCELANEA DETALLES SOFIS;CARRERA 4A No 190 - 10;USAQUEN;BUENAVISTA;Usaquen;01/09/2014
DEPRISA CRA 15 CON CALLE 101;AVENIDA CARRERA 15 NO 100 - 89 LOCAL 5;USAQUEN;SANTA BIBIANA;Usaquen;01/09/2014
PAPELERIA COPIAS DEL NORTE;CARRERA 15 No 104 - 09 LOCAL 6;USAQUEN;SANTA BIBIANA;Usaquen;01/09/2014
NEGOCIOS MODERNOS INTERNACIONALES S A S;CARRERA 21 No 164 -85;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
ESTACION DE SERVICIO PETROBRAS NAVARRA;AVENIDA CARRERA 45 No 104 - 40;USAQUEN;SANTA BIBIANA;Usaquen;01/09/2014
MISCELANEA PRODUCTOS DE BELLEZA PACALA;CARRERA 13 No 138 - 80 LOCAL 5;USAQUEN;CEDRITOS;Usaquen;01/09/2014
PAPELERIA Y SERVICIOS SORA GIRALDO;CARRERA 13 No 135C - 18;USAQUEN;CEDRITOS;Usaquen;01/09/2014
DEPRISA CEDRITOS;CALLE 140 No 12B - 34;USAQUEN;CEDRITOS;Usaquen;01/09/2014
DROGUERIA BIOSER;AVENIDA 9 No 163B - 39;USAQUEN;LA PRADERA NORTE;Usaquen;01/09/2014
PANALERA MUNDO BABY;CALLE 163A No 13 - 20;USAQUEN;LA PRADERA NORTE;Usaquen;01/09/2014
M C B PAPELERIA;AVENIDA CARRERA 9 No 161B - 39;USAQUEN;LA PRADERA NORTE;Usaquen;01/09/2014
PAPELERIA YALUME;AVENIDA CARRERA 45 No 187 - 32 LOCAL 15;USAQUEN;EL CEREZO;Usaquen;01/09/2014
DISTRIBUIDORA AUS;CARRERA 19 No 186A - 05;USAQUEN;EL CEREZO;Usaquen;01/09/2014
DROGUERIA ANDALUCIA NORTE;CALLE 182A No 10B - 31;USAQUEN;SAN JOSE DE USAQUEN;Usaquen;01/09/2014
CAFE INTERNET HALLY COM;CARRERA 4 No 185B - 12;USAQUEN;HORIZONTES NORTE;Usaquen;01/09/2014
LICORERA Y PAPELERIA LA MONTANITA;CARRERA 6 A No 162A - 04 - 08;USAQUEN;BOSQUE DE PINOS;Usaquen;01/09/2014
CAFE INTERNET GABRIEL BELTRAN;CARRERA 6A No 162A - 52;USAQUEN;BOSQUE DE PINOS;Usaquen;01/09/2014
SIN BOGOTA PORTAL DEL NORTE;CARRERA  21 No 169 - 62 LOCAL 115;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
PAPELERIA DEREYU;CARRERA 12 B No 161B 79;USAQUEN;LA PRADERA NORTE;Usaquen;01/09/2014
CIGARRERIA LICORERA PUNTO 161;CARRERA 12B No 161B - 78;USAQUEN;LA PRADERA NORTE;Usaquen;01/09/2014
SALON DE BELLEZA CITY STILE;CARRERA 19B No 168 - 05 LOCAL 1 DIRECCION NUEVA;USAQUEN;EL TOBERIN;Usaquen;01/09/2014
VARIEDADES GANI;CALLE 159 No 17 - 94 LOCAL 3;USAQUEN;ESTRELLA DEL NORTE;Usaquen;01/09/2014
AVILA CRISPETAS;CALLE 163A No 8A - 53;USAQUEN;SAN CRISTOBAL NORTE;Usaquen;01/09/2014
ENVIOS DIMONEX.;CARRERA 9 No 163A - 28;USAQUEN;SAN CRISTOBAL NORTE;Usaquen;01/09/2014
CABINAS TELEFONICAS TELECABINAS ALEXANDER;AVENIDA CARRERA 7 No 162 - 07;USAQUEN;SAN CRISTOBAL NORTE;Usaquen;01/09/2014
MISCELANEA Y PAPELERIA HUGUERIAS;CALLE 163A No 8C - 18;USAQUEN;SAN CRISTOBAL NORTE;Usaquen;01/09/2014
CAFE INTERNET LA VARIEDADES DE JUAN;CALLE 163 No 7 - 29;USAQUEN;SAN CRISTOBAL NORTE;Usaquen;01/09/2014
IRT SOFTECH S A S;CARRERA 21 No 162 - 43;USAQUEN;LAS ORQUIDEAS;Usaquen;01/09/2014
CIGARRERIA SANTA RITA;CALLE 142 No 15 - 55 LOCAL 01;USAQUEN;EL CONTADOR;Usaquen;01/09/2014
CAFE INTERNET ALO K FE;CALLE 140 No 18A - 16 LOCAL 101;USAQUEN;EL CONTADOR;Usaquen;01/09/2014
MISCELANEA LUJOS LINA;CARRERA 8 No 192 - 25;USAQUEN;TIBABITA;Usaquen;01/09/2014
CENTRO DE COPIADO MD DISEÑO;CALLE 150 No 19A - 14;USAQUEN;LAS MARGARITAS;Usaquen;01/09/2014
PAPELERIA EXITO;CARRERA 8D No 189 - 14;USAQUEN;TIBABITA;Usaquen;01/09/2014
MISCELANEA DIEGO COMUNICACIONES SR;CARRERA 8C No 186 - 95;USAQUEN;TIBABITA;Usaquen;01/09/2014
MICELANEA X NET COMUNICACIONES;CALLE 163 A No 19A - 81;USAQUEN;LAS ORQUIDEAS;Usaquen;01/09/2014
CAFE INTERNET COMUNICACIONES MALLERRY;CARRERA 21 No 197 - 08;USAQUEN;CANAIMA;Usaquen;01/09/2014
PUBLICIDAD COPY COLORS CENTER;AVENIDA CARRERA 19 No 150 - 42 LOCAL 1;USAQUEN;LAS MARGARITAS;Usaquen;01/09/2014
DROGUERIA LIDER;AVENIDA CARRERA 19 No 153 - 04;USAQUEN;ESTRELLA DEL NORTE;Usaquen;01/09/2014
DROGUERIA FARMACOSTA JMC;CARRERA 18C No 121 -26 LOCAL 101;USAQUEN;SANTA BARBARA OCCIDENTAL;Usaquen;01/09/2014
